name,calories,fats,proteins,carbohydrates
"Milk shake, home recipe, flavors other than chocolate, light",94,2,4,14
"Peas, green, frozen, cooked, boiled, drained, without salt",78,0,5,14
Gelatin dessert with cream cheese,83,3,2,14
"Corn, yellow, cooked, from canned, made with oil",89,4,2,14
"Peas, green, frozen, cooked, boiled, drained, with salt",78,0,5,14
"Nuts, macadamia nuts, raw",718,76,8,14
"Peas, green, cooked, from frozen, fat not added in cooking",78,0,5,14
"Corn, yellow, cooked, from canned, made with margarine",80,3,2,14
"Corn, yellow, cooked, from canned, made with butter",85,3,2,14
"Refried beans, canned, low sodium",89,2,5,14
"Refried beans, canned, traditional style",90,2,5,14
"Hominy, cooked, NS as to fat added in cooking",87,3,1,14
"Refried beans, canned, fat-free",79,0,5,14
"Refried beans, canned, traditional, reduced sodium",89,2,5,14
"Refried beans, fat not added in cooking",79,0,5,14
"Wrap sandwich, filled with vegetables",122,6,3,14
"Corn, yellow, cooked, from canned, NS as to fat added in cooking",83,3,2,14
"Refried beans, canned, vegetarian",83,1,5,14
"White bean soup, Puerto Rican style (Sopon de habichuelas blancas)",87,2,3,14
"Beans, lima, immature, cooked, from canned, with mushroom sauce",90,2,4,14
Peach nectar,54,0,0,14
"Peas, green, cooked, from frozen, made with margarine",91,2,5,14
"Hominy, cooked, fat added in cooking",87,3,1,14
Grape leaves stuffed with rice,163,12,2,14
"Peas, green, cooked, from frozen, made with butter",96,3,5,14
"Double hamburger (2 patties, 1/4 lb meat each), with mayonnaise or salad dressing and tomatoes and/or catsup, on double-decker bun",252,16,14,14
"Macaroni and Cheese, canned, microwavable",134,6,6,14
"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",77,0,5,14
"Potatoes, canned, drained solids",60,0,1,14
Gelatin dessert,62,0,1,14
"Swiss steak, with gravy, meatless",180,8,13,14
"Egg, extra cheese (2 slices), and extra sausage (2 patties) on bun",275,18,14,14
"Applesauce with cherries, baby food, junior",51,0,0,14
Flavored pasta,87,2,2,14
"Yogurt, vanilla, whole milk",100,3,5,14
"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, Liquid concentrate, not reconstituted",129,7,3,14
"Milk shake, home recipe, chocolate",120,6,3,14
"Corn, yellow and white, cooked, from canned, made with oil",91,4,2,14
"Cranberry juice cocktail, bottled",54,0,0,14
"Guava, raw",68,1,3,14
Milk shake with malt,127,6,4,14
"Corn, yellow and white, cooked, from canned, made with margarine",82,3,2,14
"Applesauce with cherries, baby food, strained",51,0,0,14
"Double bacon cheeseburger (2 patties, 1/4 lb meat each), with mayonnaise or salad dressing, and tomato and/or catsup, on bun",262,17,14,14
"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, Liquid concentrate, not reconstituted",129,7,3,14
"Chili con carne with beans, canned",107,3,6,13
"Pomegranate juice, 100%",54,0,0,13
"Grits, cooked, corn or hominy, quick, fat not added in cooking",59,0,1,13
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",65,0,3,13
"Vegetables, NS as to type, cooked, made with butter",81,2,3,13
"Vegetables, mixed, frozen, unprepared",72,1,3,13
"Scallops, coated, fried",207,11,14,13
Fruit salad (excluding citrus fruits) with salad dressing or mayonnaise,235,20,2,13
"Haddock, coated, baked or broiled, fat added in cooking",186,7,18,13
"Haddock, coated, baked or broiled, fat not added in cooking",142,1,18,13
"Carnation Instant Breakfast, nutritional drink, regular, ready-to-drink",90,2,5,13
"Chocolate milk, made from syrup with reduced fat milk (2%)",79,2,3,13
"Chocolate milk, ready to drink, fat free (skim)",67,0,3,13
"Salmon, coated, baked or broiled, made with cooking spray",196,5,22,13
Chili con carne with beans and cheese,123,5,7,13
"Chili con carne, NS as to beans, with cheese",123,5,7,13
"Oatmeal, multigrain, cooked, fat added in cooking",79,2,2,13
"Sausage, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",128,7,4,13
"Clams, stuffed",200,11,12,13
"Beef, shortribs, barbecued, with sauce, lean only eaten",269,13,23,13
"Fruit nectar, NFS",51,0,0,13
Lamb or mutton and potatoes with gravy (mixture),129,6,5,13
"Vegetable and pasta combinations with cream or cheese sauce (broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc.), cooked",109,5,4,13
"Salmon, coated, baked or broiled, made without fat",194,5,22,13
"Salmon, coated, baked or broiled, made with oil",235,10,21,13
"Chocolate milk, made from syrup with whole milk",89,3,3,13
"Whole wheat cereal, wheat and barley, cooked, fat added in cooking",96,5,2,13
"Carbonated beverage, cream soda",51,0,0,13
"Bean salad, yellow and/or green string beans",107,5,3,13
"Cod, coated, baked or broiled, made with oil",181,7,17,13
"Chili con carne with beans, canned entree",107,3,6,13
"Cod, coated, baked or broiled, made without fat",137,1,17,13
Korean dressing or marinade,338,31,3,13
"Carp, coated, baked or broiled, fat added in cooking",235,12,19,13
"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85,0,8,13
"Chocolate milk, made from syrup with low fat milk (1%)",72,1,3,13
Shrimp and vegetables in sauce with noodles (diet frozen meal),91,2,5,13
"Carp, coated, baked or broiled, fat not added in cooking",194,6,20,13
"Vegetables, NS as to type, cooked, made with margarine",77,2,3,13
"Wrap sandwich, filled with meat, poultry, or fish, and vegetables",188,9,14,13
"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",84,0,8,13
"Cod, coated, baked or broiled, made with margarine",162,5,17,13
"Ham, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",127,6,5,13
"Grits, cooked, flavored, corn or hominy, instant, fat added in cooking",109,6,2,13
"Chocolate milk, made from syrup with fat free milk (skim)",65,0,3,13
"Vegetables, NS as to type, cooked, made with oil",85,3,3,13
"Pompano, coated, baked or broiled, fat added in cooking",270,15,20,13
"Salmon, coated, baked or broiled, made with margarine",216,8,21,13
"Pineapple, cooked or canned, in light syrup",52,0,0,13
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",60,0,3,13
"Veal parmigiana with vegetable, fettuccine alfredo, dessert (frozen meal)",140,7,6,13
"Shark, coated, baked or broiled, fat not added in cooking",197,5,23,13
"Pineapple, raw",50,0,1,13
"Chili with beans, canned",103,4,6,13
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",88,2,5,13
"Whiting, coated, baked or broiled, made without fat",158,2,20,13
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",88,2,5,13
"Shrimp, coated, baked or broiled, made with oil",178,7,15,13
"Shark, coated, baked or broiled, fat added in cooking",238,11,22,13
"Vegetables, NS as to type, cooked, NS as to fat added in cooking",79,2,3,13
"Grits, cooked, corn or hominy, with cheese, instant, fat added in cooking",128,7,4,13
"Carrots, cooked, from canned, glazed",74,2,1,13
"Nuts, macadamia nuts, dry roasted, with salt added",716,76,8,13
"Sea bass, coated, baked or broiled, fat added in cooking",207,8,20,13
"Halibut, coated, baked or broiled, made without fat",159,2,21,13
"Clams, coated, fried",222,11,16,13
"Shrimp, coated, baked or broiled, made with margarine",160,5,15,13
"Sirloin, chopped, with gravy, mashed potatoes, vegetable (frozen meal)",155,8,8,13
"Soft drink, fruit flavored, caffeine containing",49,0,0,13
"Cod, coated, baked or broiled, made with cooking spray",140,1,17,13
"Soft drink, cream soda",51,0,0,13
"Pomegranate juice beverage, 40-50% juice, light",54,0,0,13
Codfish ball or cake,176,7,14,13
"Noodle soup with vegetables, Asian style",71,1,2,13
"Catfish, coated, baked or broiled, made with cooking spray",189,7,17,13
Guava nectar,48,0,0,13
"Chocolate milk, made from syrup, NS as to type of milk",79,2,3,13
"Ocean perch, coated, baked or broiled, fat added in cooking",190,8,17,13
"Plums, bananas, and rice, baby food strained",57,0,1,13
"Catfish, coated, baked or broiled, made with margarine",209,10,16,13
"Sauce, tartar, ready-to-serve",211,17,1,13
"Ocean perch, coated, baked or broiled, fat not added in cooking",147,2,17,13
"Chicken, fried, with potatoes, vegetable, dessert (frozen meal)",175,9,10,13
"Nuts, pecans, oil roasted, with salt added",715,75,9,13
"Vegetables, NS as to type, cooked, fat not added in cooking",65,0,3,13
"Fruit smoothie, with whole fruit (no dairy)",53,0,1,13
"Nuts, macadamia nuts, dry roasted, without salt added",718,76,8,13
"Fruit smoothie, NFS",66,1,2,13
"Vegetables, NS as to type, cooked, fat added in cooking, NS as to type of fat",79,2,3,13
Turkey tetrazzini (frozen meal),139,6,8,13
"Fruit smoothie, with whole fruit (no dairy), added protein",75,0,6,13
"Fruit smoothie, with whole fruit and dairy",66,1,2,13
"Yogurt, Greek, Blueberry, CHOBANI",82,0,7,13
Fruit salad (including citrus fruits) with salad dressing or mayonnaise,230,20,2,13
"Fruit salad, fresh or raw, (including citrus fruits), no dressing",52,0,1,13
"Halibut, coated, baked or broiled, made with cooking spray",161,2,20,13
"Nuts, pine nuts, dried",673,68,14,13
"Halibut, coated, baked or broiled, made with margarine",183,5,20,13
"Salisbury steak, potatoes, vegetable, dessert (diet frozen meal)",92,3,5,13
Ham or pork with barbecue sauce (mixture),205,7,21,13
"Nuts, pecans, oil roasted, without salt added",715,75,9,13
"Beef, shortribs, barbecued, with sauce, NS as to fat eaten",397,31,16,13
"Sea bass, coated, baked or broiled, fat not added in cooking",165,3,20,13
"Catfish, coated, baked or broiled, made with oil",228,12,17,13
"Beef, shortribs, barbecued, with sauce, lean and fat eaten",397,31,16,13
"Oat bran cereal, cooked, made with milk, fat added in cooking",102,5,6,13
"Shrimp, coated, baked or broiled, made with butter",170,6,15,13
"Chocolate milk, NFS",67,0,3,13
"Bean soup, with macaroni, home recipe, canned, or ready-to-serve",90,2,5,13
Shrimp and noodles with cheese sauce (mixture),136,5,8,13
Vanilla extract,288,0,0,13
Vault Energy Drink,49,0,0,13
Rockstar Energy Drink,58,0,0,13
"Halibut, coated, baked or broiled, made with oil",202,8,20,13
"Catfish, coated, baked or broiled, made without fat",186,7,17,13
"Herring, coated, baked or broiled, fat added in cooking",264,15,19,13
"Herring, coated, baked or broiled, fat not added in cooking",224,10,20,13
"Nuts, chestnuts, japanese, boiled and steamed",56,0,1,13
"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat added in cooking",101,3,5,13
"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat not added in cooking",92,2,5,13
"Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking",92,2,5,13
"Fast Foods, cheeseburger; double, large patty; with condiments, vegetables and mayonnaise",253,16,16,13
"Pork chop, battered, fried, lean only eaten",246,11,24,13
"Squid, coated, fried",227,12,17,13
Mackerel cake or patty,251,15,16,13
Chicken or turkey and rice with cream sauce (mixture),138,5,9,13
"Wheat, cream of, cooked, quick, made with milk, NS as to fat added in cooking",92,2,5,13
"Wheat, cream of, cooked, quick, made with milk, fat added in cooking",100,3,5,13
"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",49,0,0,13
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",53,0,0,13
"Macadamia nuts, unroasted",716,76,8,13
"Macadamia nuts, roasted, salted",716,76,8,13
"Macadamia nuts, roasted, without salt",716,76,8,13
"Pork chop, battered, fried, NS as to fat eaten",281,15,23,13
"Pork chop, battered, fried, lean and fat eaten",281,15,23,13
"Beverages, coffee, ready to drink, milk based, sweetened",71,1,2,13
"Beverages, orange and apricot juice drink, canned",51,0,0,13
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",54,0,0,13
"Mackerel, coated, baked or broiled, fat added in cooking",293,17,20,13
"Chicken dinner, NFS (frozen meal)",129,4,9,13
"Beverages, chocolate syrup, prepared with whole milk",90,3,3,13
"Wheat, cream of, cooked, regular, made with milk, fat added in cooking",101,3,5,13
"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",128,5,7,13
"Wheat, cream of, cooked, regular, made with milk, NS as to fat added in cooking",92,2,5,13
"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",343,22,21,13
"Pork, spareribs, barbecued, with sauce, lean and fat eaten",343,22,21,13
"Stewed potatoes with tomatoes, Mexican style (Papas guisadas con tomate)",85,3,2,13
"Corn soup, cream of, prepared with water",65,2,1,13
"Wheat, cream of, cooked, regular, made with milk, fat not added in cooking",92,2,5,13
Mango nectar,51,0,0,13
Chicken in cream sauce with noodles and vegetable (frozen meal),129,4,9,13
"White potato, stuffed, baked, peel not eaten, stuffed with chicken, broccoli and cheese sauce",117,3,9,13
"Mackerel, coated, baked or broiled, fat not added in cooking",255,12,21,13
"Wheat, cream of, cooked, quick, made with milk, fat not added in cooking",92,2,5,13
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",167,10,7,13
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",189,12,8,13
"Peas, green, canned, no salt added, drained solids",69,0,4,13
Chicken in cheese sauce with Spanish rice,134,4,12,13
"Peas, from fresh, creamed",111,5,5,13
"Tomatoes, green, cooked, from fresh",202,16,3,13
Natto (fermented soybean product),211,11,19,13
"Lima beans, immature seeds, canned, no salt added, solids and liquids",71,0,4,13
"Chicken or turkey with barbecue sauce, skin eaten",228,10,20,13
"Chicken or turkey, dumplings, and vegetables (excluding carrots, broccoli, and dark green leafy), gravy (mixture)",127,6,6,13
"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",93,4,2,13
"Beans, string, green, with chickpeas, cooked, fat added in cooking",93,3,4,13
"Whiting, coated, baked or broiled, made with oil",201,8,19,13
Natto,211,11,19,13
"Lima beans, immature seeds, canned, regular pack, solids and liquids",71,0,4,13
"Beans, string, green, with chickpeas, cooked, NS as to fat added in cooking",93,3,4,13
Biryani with chicken,103,2,8,13
"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",129,6,7,13
Licuado / Batido (milk fruit drink),71,1,2,13
"Barracuda, coated, baked or broiled, fat not added in cooking",224,8,22,13
"Barracuda, coated, baked or broiled, fat added in cooking",264,14,21,13
"Chicken or turkey, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)",128,5,6,13
Burrito with meat and sour cream,236,15,12,13
"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)",133,6,8,13
"Calamondin, raw",53,0,1,13
"Beverages, yellow green colored citrus soft drink with caffeine",49,0,0,13
"Cabbage salad or coleslaw with apples and/or raisins, with dressing",106,6,1,13
"Lobster, coated, baked or broiled, fat not added in cooking",141,1,18,13
"Loganberries, frozen",55,0,2,13
"Pear, cooked or canned, juice pack",50,0,0,13
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",97,3,3,13
Topping from vegetable pizza,246,15,16,13
"Porgy, coated, baked or broiled, fat not added in cooking",172,3,21,13
"Tomatoes, red, ripe, cooked, stewed",79,3,2,13
"Porgy, coated, baked or broiled, fat added in cooking",215,9,20,13
"Loganberries, raw",55,0,2,13
Porcupine balls with tomato-based sauce (mixture),153,6,10,13
"Ray, coated, baked or broiled, fat not added in cooking",197,5,23,13
"Ray, coated, baked or broiled, fat added in cooking",238,11,22,13
Liver dumpling,286,15,23,13
"Squash, summer, yellow or green, breaded or battered, baked",70,1,3,13
"Whiting, coated, baked or broiled, made with margarine",182,5,19,13
"Fish, NS as to type, coated, baked or broiled, made with margarine",193,7,19,13
"Fish, NS as to type, coated, baked or broiled, made with cooking spray",172,4,20,13
"Fish, NS as to type, coated, baked or broiled, made with oil",212,9,19,13
"Whiting, coated, baked or broiled, made with cooking spray",160,2,20,13
"Fish, NS as to type, coated, baked or broiled, made without fat",169,4,20,13
Beef and noodles with meat sauce and cheese (diet frozen meal),133,5,9,13
"Beans, string, green, with pinto beans, cooked, NS as to fat added in cooking",87,3,4,13
"Perch, coated, baked or broiled, made with cooking spray",161,2,21,13
"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",93,4,2,13
"Crab, deviled",187,10,12,13
"Tangerine, raw",53,0,1,13
"Beans, string, green, with spaetzel, cooked, NS as to fat added in cooking",85,3,3,13
"Perch, coated, baked or broiled, made without fat",159,2,21,13
"Beans, string, green, with pinto beans, cooked, fat added in cooking",87,3,4,13
"Perch, coated, baked or broiled, made with margarine",183,5,20,13
"Perch, coated, baked or broiled, made with oil",202,7,20,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking",65,0,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with butter",81,2,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat added in cooking, NS as to type of fat",79,2,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with oil",85,3,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, NS as to fat added in cooking",79,2,3,13
"Crab, coated, baked or broiled, fat not added in cooking",147,1,19,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with oil",85,3,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with margarine",77,2,3,13
"Croaker, coated, baked or broiled, fat not added in cooking",171,4,20,13
"Croaker, coated, baked or broiled, fat added in cooking",214,9,19,13
"White potato, mashed, ready to eat",106,5,2,13
"Beverages, OCEAN SPRAY, Cran Pomegranate",47,0,0,13
Tequila Sunrise,112,0,0,13
"Beverages, OCEAN SPRAY, Cran Grape",54,0,0,13
"Beans, string, green, with spaetzel, cooked, fat not added in cooking",65,1,3,13
"Beverages, OCEAN SPRAY, Cran Cherry",46,0,0,13
"Tilapia, coated, baked or broiled, made with margarine",187,6,21,13
"Tilapia, coated, baked or broiled, made without fat",164,2,22,13
"Tilapia, coated, baked or broiled, made with cooking spray",166,3,22,13
"Beans, string, green, with spaetzel, cooked, fat added in cooking",85,3,3,13
"Tilapia, coated, baked or broiled, made  with oil",206,8,21,13
Tartar sauce,211,17,1,13
"Potatoes, mashed, ready-to-eat",106,5,2,13
MonaVie acai blend beverage,62,1,1,13
"Mullet, coated, baked or broiled, fat not added in cooking",184,4,21,13
"Mullet, coated, baked or broiled, fat added in cooking",226,10,20,13
"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)",131,5,8,13
Zucchini lasagna (diet frozen meal),99,3,5,13
Cheese pastry puffs,264,19,9,13
"Arrowroot, raw",65,0,4,13
"Cheese quiche, meatless",364,29,12,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with margarine",77,2,3,13
"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",353,32,3,13
"Alcoholic beverage, whiskey sour, canned",119,0,0,13
"Alcoholic beverage, whiskey sour, prepared from item 14028",153,0,0,13
"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",64,1,2,13
"Sweet potatoes, baby food, strained",57,0,1,13
"Milk shake, home recipe, chocolate, light",97,3,4,13
"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",98,4,3,13
"Cheese, parmesan, grated",420,28,29,13
"Swordfish, coated, baked or broiled, fat added in cooking",251,13,21,13
"Swordfish, coated, baked or broiled, fat not added in cooking",211,7,22,13
"Alcoholic beverage, wine, table, white, late harvest",112,0,0,13
Sunny D,54,0,0,13
"Meat with barbecue sauce, NS as to type of meat (mixture)",201,7,21,13
"Pork, spareribs, barbecued, with sauce, lean only eaten",224,10,20,13
"Stuffed tomato, with rice, meatless",76,2,2,13
"Sushi (Nigiri), topped with tuna",100,0,10,13
"Meatballs, Swedish, in sauce, with noodles (frozen meal)",192,10,11,13
"Sushi (Nigiri), topped with salmon",107,2,9,13
"Sunny D, added calcium",53,0,0,13
"Sushi (Nigiri), topped with eel",142,5,9,13
"Milk, chocolate, fat free, with added vitamin A and vitamin D",67,0,3,13
Cucumber and vegetable namasu,54,0,0,13
"Beverages, Energy drink, ROCKSTAR",58,0,0,13
"Mixed fruit juice, not citrus, with added calcium, baby food",52,0,0,13
"Cheese, cottage cheese, with gelatin dessert and fruit",88,2,5,13
"Potsticker or wonton, pork and vegetable, frozen, unprepared",136,6,8,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat not added in cooking",65,0,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with butter",81,2,3,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat added in cooking, NS as to type of fat",79,2,3,13
"Beverages, Energy drink, VAULT, citrus flavor",49,0,0,13
"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, NS as to fat added in cooking",79,2,3,13
"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",125,5,7,13
"Alcoholic beverage, whiskey sour",149,0,0,13
"Double bacon cheeseburger (2 patties,1/3 lb meat each), with mayonnaise or salad dressing, on bun",305,20,16,13
"Beef, dumplings, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",129,6,6,13
"Beverages, Acai berry drink, fortified",62,1,1,13
"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",92,3,3,13
"Beans, navy, mature seeds, sprouted, raw",67,1,6,13
"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",98,4,3,13
"White potato, boiled, without peel, canned, low sodium, NS as to fat added in cooking",77,2,1,13
"White potato, boiled, without peel, canned, low sodium, fat added in cooking",77,2,1,13
"Frozen mocha coffee drink, with non-dairy milk and whipped cream",76,2,1,13
"Pike, coated, baked or broiled, fat added in cooking",199,7,20,13
"Frozen mocha coffee drink, with whipped cream",80,3,2,13
"Tuna, fresh, coated, baked or broiled, fat not added",176,1,26,13
"Frozen novelties, No Sugar Added CREAMSICLE Pops",72,1,4,13
"Frozen mocha coffee drink, with non-dairy milk",61,1,1,13
Lasagna with cheese and meat sauce (diet frozen meal),118,4,8,13
"Babyfood, juice, fruit punch, with calcium",52,0,0,13
"Lasagna, with chicken or turkey, and spinach",191,9,14,13
"Frozen mocha coffee drink, nonfat, with whipped cream",73,2,2,13
"Pike, coated, baked or broiled, fat not added in cooking",156,1,21,13
"Pineapple juice, 100%",53,0,0,13
"Flounder, coated, baked or broiled, made with cooking spray",141,3,14,13
"Coffee, bottled/canned",71,1,2,13
Pasta with cheese and meat sauce,149,7,8,13
"Pasta with tomato sauce and frankfurters or hot dogs, canned",90,2,4,13
Tuna noodle casserole with vegetables and (mushroom) soup,123,4,8,13
"Pasta with Sliced Franks in Tomato Sauce, canned entree",90,2,4,13
"Flounder, coated, baked or broiled, made without fat",138,3,15,13
"Vienna sausages stewed with potatoes, Puerto Rican style (Salchichas guisadas)",215,16,5,13
"Rice and potato soup, Puerto Rican style",75,2,1,13
"Flounder, coated, baked or broiled, made with margarine",163,6,14,13
"Flounder, coated, baked or broiled, made with oil",182,8,14,13
"Frozen mocha coffee drink, nonfat",59,0,2,13
"Frozen coffee drink, decaffeinated",67,1,2,13
Frozen coffee drink,67,1,2,13
"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",75,2,2,13
"Lasagna with meat, whole wheat noodles",198,10,14,13
"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",77,2,1,13
Lasagna with chicken or turkey,195,9,14,13
"Lasagna with meat, canned",97,3,3,13
Lasagna with meat and spinach,197,10,14,13
Pine nuts (Pignolias),673,68,14,13
"Nesquik, chocolate milk, ready to drink, fat free (skim)",67,0,3,13
"Tuna, fresh, coated, baked or broiled, fat added in cooking",218,7,25,13
"Frozen coffee drink, nonfat",59,0,2,13
"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",76,2,1,13
"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",73,2,2,13
"Lasagna, meatless, whole wheat noodles",179,9,12,13
"Lasagna, meatless, with vegetables",177,8,12,13
"Frozen mocha coffee drink, decaffeinated, with whipped cream",80,3,2,13
"Frozen mocha coffee drink, decaffeinated, nonfat",59,0,2,13
"Frozen coffee drink, with non-dairy milk and whipped cream",77,2,1,13
"Frozen coffee drink, nonfat, with whipped cream",74,2,2,13
"Frozen coffee drink, with whipped cream",81,3,2,13
"Frozen mocha coffee drink, decaffeinated",66,1,1,13
Frozen mocha coffee drink,66,1,1,13
"Fruit and vegetable smoothie, bottled",53,0,1,13
"Fruit and vegetable smoothie, added protein",82,1,8,13
"Trout, coated, baked or broiled, made without fat",208,7,22,13
"Trout, coated, baked or broiled, made with cooking spray",210,7,22,13
Nestum cereal,75,2,3,13
Black bean sauce,218,17,6,13
"Trout, coated, baked or broiled, made with margarine",229,10,21,13
"Rennin, chocolate, dry mix, prepared with whole milk",96,3,3,13
Fruit and vegetable smoothie,60,1,2,13
"Rennin, chocolate, dry mix, prepared with 2% milk",85,2,3,13
"Trout, coated, baked or broiled, made with oil",248,12,21,13
Refried beans with cheese,107,4,6,13
"Frozen coffee drink, decaffeinated, with whipped cream",81,3,2,13
"Pompano, coated, baked or broiled, fat not added in cooking",230,10,20,13
"Chicken or turkey, stuffing, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",160,8,8,13
"Pea soup, prepared with milk",88,2,5,13
Chicken chow mein with rice (diet frozen meal),91,2,6,12
"Broadbeans, immature seeds, raw",72,1,6,12
"Eggplant, batter-dipped, fried",149,11,2,12
"Cherry pie filling, low calorie",53,0,1,12
"Cod, coated, fried, made without fat",148,2,19,12
"Stewed chickpeas with Spanish sausages, Puerto Rican style (Garbanzos guisados con chorizos)",212,16,6,12
"Trout, coated, fried, made with cooking spray",223,8,23,12
"Grits, cooked, corn or hominy, quick, fat added in cooking",82,3,1,12
"Apple-banana juice, baby food",51,0,0,12
"Grits, cooked, corn or hominy, quick, NS as to fat added in cooking",57,0,1,12
Stewed potatoes with tomatoes,80,3,1,12
"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)",127,5,8,12
"Beverages, Energy drink, AMP",46,0,0,12
Fruit smoothie juice drink (no dairy),50,0,1,12
"Soupy rice mixture with chicken and potatoes, Puerto Rican style",111,4,7,12
"Shrimp, coated, fried, made with cooking spray",149,3,17,12
"Boysenberries, frozen",50,0,1,12
"Syrup, dietetic",52,0,1,12
"Beverages, Energy drink, FULL THROTTLE",46,0,0,12
"Yat Ga Mein with meat, fish, or poultry",135,5,10,12
"Shrimp, coated, fried, made without fat",147,3,17,12
"Beverages, Cocoa mix, powder, prepared with water",55,1,1,12
"Beverages, Cranberry juice cocktail",52,0,0,12
"Halibut, coated, baked or broiled, made with butter",193,7,20,12
"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",125,7,5,12
"Fruit smoothie, bottled",50,0,0,12
"Halibut, coated, fried, made without fat",170,3,22,12
"Halibut, coated, fried, made with cooking spray",173,4,22,12
Chicken enchilada (diet frozen meal),146,6,11,12
"Carrots, cooked, NS as to form, glazed",93,5,1,12
"Seaweed, irishmoss, raw",49,0,2,12
"Alcoholic beverage, wine, dessert, dry",152,0,0,12
"Cherries, sour, red, raw",50,0,1,12
"Meat spread or potted meat, NFS",235,17,8,12
Stuffed grape leaves with lamb and rice,266,21,8,12
Full Throttle Energy Drink,46,0,0,12
Beef and macaroni with cheese sauce (mixture),137,5,9,12
"Artichoke, cooked, from fresh, made with margarine",66,2,3,12
"Frankfurter or hot dog, meat and poultry, fat free",115,2,13,12
"Vegetables and rice, baby food, strained",69,2,2,12
"Babyfood, fruit, applesauce and apricots, strained",44,0,0,12
"Potato and ham fritters, Puerto Rican style (Frituras de papa y jamon)",196,14,6,12
